#pid	gene_ids	eids	pathfinders	sif_edges
'p2027'	'ISG15'|'HSPA8'|'HSP90AA1'|'FGFR3'	'edge5529'|'edge2608'|'edge157'	'protein_path'	ISG15 u HSPA8|HSPA8 u HSP90AA1|HSP90AA1 u FGFR3
'p2028'	'MAGED2'|'SNW1'|'CREBBP'|'IRF7'	'edge2730'|'edge5333'|'edge3336'	'protein_path'	MAGED2 u SNW1|SNW1 d CREBBP|CREBBP u IRF7
'p2029'	'ISG15'|'HLA-C'|'IRF1'|'IRF7'	'edge5351'|'edge3951'|'edge131'	'protein_path'	ISG15 u HLA-C|HLA-C u IRF1|IRF1 u IRF7
'p2030'	'ISG15'|'IRF2'|'ADAR'|'IRF7'	'edge5759'|'edge3691'|'edge2595'	'protein_path'	ISG15 u IRF2|IRF2 u ADAR|ADAR u IRF7
'p2031'	'FGFR3'|'PIK3CG'|'HRAS'|'STAT1'	'edge396'|'edge3015'|'edge5865'	'merlin_path'	FGFR3 u PIK3CG|PIK3CG u HRAS|HRAS d STAT1
'p2032'	'ISG15'|'IRF1'|'IRF5'|'STAT1'	'edge4241'|'edge3279'|'edge3807'	'protein_path'	ISG15 u IRF1|IRF1 u IRF5|IRF5 u STAT1
'p2033'	'APP'|'CDK5'|'BCL3'|'STAT1'	'edge2501'|'edge1460'|'edge3818'	'protein_path'	APP u CDK5|CDK5 d BCL3|BCL3 u STAT1
'p2034'	'APP'|'UBQLN1'|'PSMC2'|'TRIM5'	'edge4553'|'edge812'|'edge4998'	'protein_path'	APP u UBQLN1|UBQLN1 u PSMC2|PSMC2 u TRIM5
'p2035'	'ISG15'|'HSPA8'|'HLA-DRB1'|'IRF7'	'edge5529'|'edge1189'|'edge404'	'protein_path'	ISG15 u HSPA8|HSPA8 u HLA-DRB1|HLA-DRB1 u IRF7
'p2036'	'ISG15'|'IRF9'|'EMX1'|'IRF7'	'edge1084'|'edge4433'|'edge836'	'protein_path'	ISG15 u IRF9|IRF9 u EMX1|EMX1 u IRF7
'p2037'	'MAGED2'|'TP53'|'PDLIM7'|'IRF7'	'edge756'|'edge3009'|'edge4757'	'protein_path'	MAGED2 u TP53|TP53 u PDLIM7|PDLIM7 d IRF7
'p2038'	'APP'|'HSPD1'|'SMARCA2'|'STAT1'	'edge5540'|'edge945'|'edge5295'	'protein_path'	APP u HSPD1|HSPD1 u SMARCA2|SMARCA2 u STAT1
'p2039'	'ISG15'|'PLCG1'|'UBE2E1'|'STAT1'	'edge1236'|'edge3317'|'edge134'	'protein_path'	ISG15 d PLCG1|PLCG1 d UBE2E1|UBE2E1 d STAT1
'p2040'	'APP'|'ECSIT'|'APOE'|'STAT1'	'edge4402'|'edge3426'|'edge2677'	'protein_path'	APP u ECSIT|ECSIT u APOE|APOE d STAT1
'p2041'	'ISG15'|'UBE2E1'|'STAT1'	'edge429'|'edge134'	'protein_path'	ISG15 d UBE2E1|UBE2E1 d STAT1
'p2042'	'APP'|'HSP90AA1'|'BRCA1'|'STAT1'	'edge1963'|'edge589'|'edge164'	'protein_path'	APP u HSP90AA1|HSP90AA1 u BRCA1|BRCA1 u STAT1
'p2043'	'APP'|'STUB1'|'MAP3K2'|'MOK'	'edge1732'|'edge4506'|'edge4698'	'protein_path'	APP u STUB1|STUB1 d MAP3K2|MAP3K2 u MOK
'p2044'	'COLGALT1'|'KNCN'|'SKP1'|'TRIM21'	'edge5068'|'edge1323'|'edge965'	'protein_path'	COLGALT1 u KNCN|KNCN u SKP1|SKP1 u TRIM21
'p2045'	'APP'|'F2R'|'F2'|'FGFR3'	'edge4493'|'edge4782'|'edge4708'	'protein_path'	APP u F2R|F2R d F2|F2 u FGFR3
'p2046'	'COLGALT1'|'ELAVL1'|'PBX2'|'MLKL'	'edge5760'|'edge1779'|'edge3422'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u PBX2|PBX2 u MLKL
'p2047'	'APP'|'CFL1'|'ACTA1'|'NMI'	'edge2721'|'edge86'|'edge1575'	'protein_path'	APP u CFL1|CFL1 u ACTA1|ACTA1 u NMI
'p2048'	'APP'|'KLC1'|'HSPA8'|'FGFR3'	'edge4213'|'edge5058'|'edge3543'	'protein_path'	APP u KLC1|KLC1 u HSPA8|HSPA8 u FGFR3
'p2049'	'ISG15'|'TRIP12'|'OASL'|'IRF7'	'edge3335'|'edge2114'|'edge2196'	'protein_path'	ISG15 u TRIP12|TRIP12 u OASL|OASL u IRF7
'p2050'	'FGFR3'|'HSP90AB1'|'HLA-DRB5'|'IRF7'	'edge4927'|'edge1447'|'edge4362'	'merlin_path'	FGFR3 u HSP90AB1|HSP90AB1 u HLA-DRB5|HLA-DRB5 u IRF7
'p2051'	'ISG15'|'PCNA'|'HRAS'|'STAT1'	'edge5878'|'edge5249'|'edge5865'	'protein_path'	ISG15 u PCNA|PCNA u HRAS|HRAS d STAT1
'p2052'	'ISG15'|'SFN'|'HDAC4'|'STAT1'	'edge3332'|'edge3905'|'edge5450'	'protein_path'	ISG15 u SFN|SFN u HDAC4|HDAC4 u STAT1
'p2053'	'ISG15'|'IP6K2'|'IRF4'|'STAT1'	'edge2617'|'edge1942'|'edge5814'	'protein_path'	ISG15 u IP6K2|IP6K2 u IRF4|IRF4 u STAT1
'p2054'	'ISG15'|'IRF4'|'ICAM1'|'IRF7'	'edge2819'|'edge4786'|'edge375'	'protein_path'	ISG15 u IRF4|IRF4 u ICAM1|ICAM1 u IRF7
'p2055'	'APP'|'NEDD8'|'ARIH1'|'STAT1'	'edge3797'|'edge5710'|'edge4350'	'protein_path'	APP u NEDD8|NEDD8 u ARIH1|ARIH1 d STAT1
'p2056'	'APP'|'XCR1'|'GRP'|'NMI'	'edge2950'|'edge1776'|'edge2977'	'protein_path'	APP u XCR1|XCR1 u GRP|GRP u NMI
'p2057'	'COLGALT1'|'ELAVL1'|'TEAD2'|'MOK'	'edge5760'|'edge4549'|'edge1885'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u TEAD2|TEAD2 u MOK
'p2058'	'ISG15'|'IRF9'|'IRF8'|'IRF7'	'edge1084'|'edge4468'|'edge5225'	'protein_path'	ISG15 u IRF9|IRF9 u IRF8|IRF8 u IRF7
'p2059'	'THBS1'|'CALR'|'HLA-B'|'IRF7'	'edge3221'|'edge2245'|'edge5413'	'protein_path'	THBS1 u CALR|CALR d HLA-B|HLA-B u IRF7
'p2060'	'APP'|'SNCA'|'MAPK3'|'STAT1'	'edge4432'|'edge1932'|'edge2939'	'protein_path'	APP u SNCA|SNCA u MAPK3|MAPK3 d STAT1
'p2061'	'APP'|'MAPK1'|'MAP3K2'|'MOK'	'edge2168'|'edge5432'|'edge4698'	'protein_path'	APP u MAPK1|MAPK1 u MAP3K2|MAP3K2 u MOK
'p2062'	'APP'|'EDN1'|'F2'|'FGFR3'	'edge1966'|'edge2628'|'edge4708'	'protein_path'	APP u EDN1|EDN1 u F2|F2 u FGFR3
'p2063'	'ISG15'|'IRF1'|'CASP8'|'STAT1'	'edge4241'|'edge3741'|'edge2543'	'protein_path'	ISG15 u IRF1|IRF1 d CASP8|CASP8 d STAT1
'p2064'	'FGFR3'|'MAPK14'|'DUSP1'|'STAT1'	'edge3518'|'edge4366'|'edge5505'	'merlin_path'	FGFR3 u MAPK14|MAPK14 d DUSP1|DUSP1 d STAT1
'p2065'	'APP'|'CDK5'|'SOX10'|'NMI'	'edge2501'|'edge4319'|'edge378'	'protein_path'	APP u CDK5|CDK5 d SOX10|SOX10 u NMI
'p2066'	'APP'|'ABL1'|'ICAM1'|'IRF7'	'edge3122'|'edge3107'|'edge375'	'protein_path'	APP u ABL1|ABL1 u ICAM1|ICAM1 u IRF7
'p2067'	'THBS1'|'PLAU'|'STAT3'|'STAT1'	'edge1190'|'edge3010'|'edge4887'	'protein_path'	THBS1 d PLAU|PLAU d STAT3|STAT3 d STAT1
'p2068'	'APP'|'ANXA1'|'GRP'|'NMI'	'edge5230'|'edge3115'|'edge2977'	'protein_path'	APP u ANXA1|ANXA1 u GRP|GRP u NMI
'p2069'	'LAMB1'|'ATXN7L2'|'CKS1B'|'MOK'	'edge3025'|'edge5813'|'edge1651'	'protein_path'	LAMB1 u ATXN7L2|ATXN7L2 u CKS1B|CKS1B u MOK
'p2070'	'ISG15'|'PRDX1'|'TLR4'|'STAT1'	'edge2368'|'edge5009'|'edge168'	'protein_path'	ISG15 u PRDX1|PRDX1 u TLR4|TLR4 d STAT1
'p2071'	'ISG15'|'IRF8'|'OAS2'|'IRF7'	'edge2714'|'edge3126'|'edge2886'	'protein_path'	ISG15 u IRF8|IRF8 u OAS2|OAS2 u IRF7
'p2072'	'APP'|'COPS5'|'HSPA1B'|'FGFR3'	'edge4078'|'edge4095'|'edge5082'	'protein_path'	APP u COPS5|COPS5 d HSPA1B|HSPA1B u FGFR3
'p2073'	'APP'|'PRAM1'|'MBD1'|'STAT1'	'edge5691'|'edge5723'|'edge672'	'protein_path'	APP u PRAM1|PRAM1 u MBD1|MBD1 u STAT1
'p2074'	'APP'|'HSPA4'|'CBL'|'TRIM21'	'edge850'|'edge2344'|'edge604'	'protein_path'	APP u HSPA4|HSPA4 u CBL|CBL u TRIM21
'p2075'	'APP'|'P2RY2'|'PTAFR'|'IRF7'	'edge3084'|'edge3041'|'edge763'	'protein_path'	APP u P2RY2|P2RY2 u PTAFR|PTAFR u IRF7
'p2076'	'COLGALT1'|'ELAVL1'|'YWHAG'|'TRIM21'	'edge5760'|'edge1073'|'edge1754'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u YWHAG|YWHAG u TRIM21
'p2077'	'ISG15'|'RPTOR'|'MTOR'|'STAT1'	'edge2205'|'edge2027'|'edge3087'	'protein_path'	ISG15 u RPTOR|RPTOR d MTOR|MTOR d STAT1
'p2078'	'LAMB1'|'GFI1B'|'KDM1A'|'NMI'	'edge5073'|'edge1329'|'edge905'	'protein_path'	LAMB1 u GFI1B|GFI1B u KDM1A|KDM1A u NMI
'p2079'	'APP'|'GCG'|'PTAFR'|'IRF7'	'edge2940'|'edge2009'|'edge763'	'protein_path'	APP u GCG|GCG u PTAFR|PTAFR u IRF7
'p2080'	'ISG15'|'GAPDH'|'TRIP12'|'NMI'	'edge561'|'edge2980'|'edge5699'	'protein_path'	ISG15 u GAPDH|GAPDH u TRIP12|TRIP12 u NMI
'p2081'	'ISG15'|'ADAR'|'IRF4'|'IRF7'	'edge2553'|'edge886'|'edge1997'	'protein_path'	ISG15 u ADAR|ADAR u IRF4|IRF4 u IRF7
'p2082'	'ISG15'|'HLA-B'|'MX1'|'IRF7'	'edge247'|'edge2561'|'edge1241'	'protein_path'	ISG15 u HLA-B|HLA-B u MX1|MX1 u IRF7
'p2083'	'ISG15'|'UBE2E1'|'UBE2C'|'TRIM21'	'edge429'|'edge4395'|'edge3833'	'protein_path'	ISG15 d UBE2E1|UBE2E1 d UBE2C|UBE2C u TRIM21
'p2084'	'ISG15'|'IRF5'|'IRF4'|'IRF7'	'edge1376'|'edge4661'|'edge1997'	'protein_path'	ISG15 u IRF5|IRF5 u IRF4|IRF4 u IRF7
'p2085'	'APP'|'PARK2'|'PLCG1'|'STAT1'	'edge1058'|'edge1218'|'edge4781'	'protein_path'	APP u PARK2|PARK2 u PLCG1|PLCG1 d STAT1
'p2086'	'ISG15'|'CTNNB1'|'MLLT10'|'STAT1'	'edge4789'|'edge4841'|'edge1608'	'protein_path'	ISG15 u CTNNB1|CTNNB1 u MLLT10|MLLT10 u STAT1
'p2087'	'ISG15'|'HSPB1'|'HSF1'|'STAT1'	'edge3238'|'edge2600'|'edge2256'	'protein_path'	ISG15 u HSPB1|HSPB1 u HSF1|HSF1 u STAT1
'p2088'	'APP'|'S1PR3'|'GNA12'|'MOK'	'edge4825'|'edge2102'|'edge2817'	'protein_path'	APP u S1PR3|S1PR3 u GNA12|GNA12 u MOK
'p2089'	'ISG15'|'HLA-B'|'SP100'|'IRF7'	'edge247'|'edge821'|'edge933'	'protein_path'	ISG15 u HLA-B|HLA-B u SP100|SP100 u IRF7
'p2090'	'ISG15'|'HSPD1'|'SNW1'|'MLKL'	'edge2259'|'edge1570'|'edge676'	'protein_path'	ISG15 u HSPD1|HSPD1 u SNW1|SNW1 u MLKL
'p2091'	'THBS1'|'MMP2'|'AKT1'|'STAT1'	'edge4425'|'edge3415'|'edge2741'	'protein_path'	THBS1 u MMP2|MMP2 d AKT1|AKT1 d STAT1
'p2092'	'ISG15'|'OAS2'|'HLA-C'|'IRF7'	'edge2000'|'edge54'|'edge4966'	'protein_path'	ISG15 u OAS2|OAS2 u HLA-C|HLA-C u IRF7
'p2093'	'ISG15'|'UBE2E1'|'HERC5'|'STAT1'	'edge429'|'edge3476'|'edge4467'	'protein_path'	ISG15 d UBE2E1|UBE2E1 d HERC5|HERC5 d STAT1
'p2094'	'APP'|'EGF'|'KL'|'FGFR3'	'edge4702'|'edge2098'|'edge3506'	'protein_path'	APP d EGF|EGF d KL|KL u FGFR3
'p2095'	'ISG15'|'STK38'|'MAP3K2'|'MOK'	'edge2673'|'edge1379'|'edge4698'	'protein_path'	ISG15 u STK38|STK38 u MAP3K2|MAP3K2 u MOK
'p2096'	'FGFR3'|'NCAM1'|'HLA-A'|'IRF7'	'edge4446'|'edge4300'|'edge5'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u HLA-A|HLA-A u IRF7
'p2097'	'THBS1'|'LRP2'|'AGT'|'STAT1'	'edge1516'|'edge507'|'edge224'	'protein_path'	THBS1 u LRP2|LRP2 u AGT|AGT d STAT1
'p2098'	'APP'|'GRB2'|'LCK'|'STAT1'	'edge558'|'edge60'|'edge5113'	'protein_path'	APP u GRB2|GRB2 u LCK|LCK d STAT1
'p2099'	'APP'|'P2RY10'|'PTAFR'|'IRF7'	'edge5228'|'edge1256'|'edge763'	'protein_path'	APP u P2RY10|P2RY10 u PTAFR|PTAFR u IRF7
'p2100'	'ISG15'|'OAS1'|'IRF1'|'IRF7'	'edge3392'|'edge4140'|'edge131'	'protein_path'	ISG15 u OAS1|OAS1 u IRF1|IRF1 u IRF7
'p2101'	'APP'|'KLC1'|'YWHAG'|'TRIM21'	'edge4213'|'edge2854'|'edge1754'	'protein_path'	APP u KLC1|KLC1 u YWHAG|YWHAG u TRIM21
'p2102'	'ISG15'|'JAK1'|'MAP3K7'|'TRIM5'	'edge425'|'edge4574'|'edge364'	'protein_path'	ISG15 d JAK1|JAK1 u MAP3K7|MAP3K7 u TRIM5
'p2103'	'APP'|'BGN'|'TNF'|'IRF7'	'edge416'|'edge399'|'edge5845'	'protein_path'	APP u BGN|BGN u TNF|TNF u IRF7
'p2104'	'APP'|'KIF1B'|'YWHAG'|'TRIM21'	'edge3706'|'edge1004'|'edge1754'	'protein_path'	APP u KIF1B|KIF1B u YWHAG|YWHAG u TRIM21
'p2105'	'ISG15'|'IFIT2'|'MX2'|'IRF7'	'edge5163'|'edge3629'|'edge5536'	'protein_path'	ISG15 u IFIT2|IFIT2 u MX2|MX2 u IRF7
'p2106'	'APP'|'MAPK1'|'AKT1'|'STAT1'	'edge2168'|'edge4122'|'edge2741'	'protein_path'	APP u MAPK1|MAPK1 d AKT1|AKT1 d STAT1
'p2107'	'APP'|'AGTR1'|'MAPK1'|'STAT1'	'edge238'|'edge755'|'edge5698'	'protein_path'	APP u AGTR1|AGTR1 u MAPK1|MAPK1 d STAT1
'p2108'	'APP'|'PI4K2A'|'HSP90AA1'|'FGFR3'	'edge4245'|'edge1658'|'edge157'	'protein_path'	APP u PI4K2A|PI4K2A u HSP90AA1|HSP90AA1 u FGFR3
'p2109'	'ISG15'|'ADAR'|'IFIT3'|'IRF7'	'edge2553'|'edge2355'|'edge455'	'protein_path'	ISG15 u ADAR|ADAR u IFIT3|IFIT3 u IRF7
'p2110'	'FGFR3'|'MAPK11'|'CREBBP'|'STAT1'	'edge1798'|'edge3867'|'edge2828'	'merlin_path'	FGFR3 u MAPK11|MAPK11 u CREBBP|CREBBP d STAT1
'p2111'	'APP'|'PSEN2'|'MAFB'|'IRF7'	'edge1431'|'edge3159'|'edge4101'	'protein_path'	APP u PSEN2|PSEN2 u MAFB|MAFB u IRF7
'p2112'	'APP'|'F13A1'|'JAK2'|'STAT1'	'edge387'|'edge4562'|'edge1462'	'protein_path'	APP d F13A1|F13A1 d JAK2|JAK2 d STAT1
'p2113'	'APP'|'ACTN2'|'SNW1'|'MLKL'	'edge5399'|'edge165'|'edge676'	'protein_path'	APP d ACTN2|ACTN2 u SNW1|SNW1 u MLKL
'p2114'	'ISG15'|'OAS2'|'IP6K2'|'IRF7'	'edge2000'|'edge4699'|'edge3648'	'protein_path'	ISG15 u OAS2|OAS2 u IP6K2|IP6K2 u IRF7
'p2115'	'APP'|'HSPA8'|'TLR4'|'STAT1'	'edge1229'|'edge2967'|'edge168'	'protein_path'	APP u HSPA8|HSPA8 u TLR4|TLR4 d STAT1
'p2116'	'APP'|'S1PR3'|'SRC'|'STAT1'	'edge4825'|'edge3069'|'edge5455'	'protein_path'	APP u S1PR3|S1PR3 u SRC|SRC d STAT1
'p2117'	'APP'|'HSP90AA1'|'HSPA1B'|'FGFR3'	'edge1963'|'edge1902'|'edge5082'	'protein_path'	APP u HSP90AA1|HSP90AA1 u HSPA1B|HSPA1B u FGFR3
'p2118'	'ISG15'|'HSPD1'|'BRCA1'|'STAT1'	'edge2259'|'edge1326'|'edge164'	'protein_path'	ISG15 u HSPD1|HSPD1 u BRCA1|BRCA1 u STAT1
'p2119'	'APP'|'TUBB'|'MYC'|'TRIM21'	'edge1665'|'edge1187'|'edge2124'	'protein_path'	APP u TUBB|TUBB u MYC|MYC u TRIM21
'p2120'	'APP'|'TACR1'|'GRP'|'NMI'	'edge3218'|'edge1205'|'edge2977'	'protein_path'	APP u TACR1|TACR1 u GRP|GRP u NMI
'p2121'	'APP'|'HGS'|'SMAD3'|'IRF7'	'edge729'|'edge4488'|'edge2358'	'protein_path'	APP u HGS|HGS u SMAD3|SMAD3 u IRF7
'p2122'	'APP'|'YWHAZ'|'FGFR2'|'FGFR3'	'edge5655'|'edge2286'|'edge3449'	'protein_path'	APP u YWHAZ|YWHAZ u FGFR2|FGFR2 u FGFR3
'p2123'	'APP'|'PROK1'|'GRP'|'NMI'	'edge2513'|'edge3030'|'edge2977'	'protein_path'	APP u PROK1|PROK1 u GRP|GRP u NMI
'p2124'	'COLGALT1'|'KNCN'|'NCL'|'STAT1'	'edge5068'|'edge5367'|'edge3885'	'protein_path'	COLGALT1 u KNCN|KNCN u NCL|NCL u STAT1
'p2125'	'ISG15'|'HLA-C'|'MX1'|'IRF7'	'edge5351'|'edge1750'|'edge1241'	'protein_path'	ISG15 u HLA-C|HLA-C u MX1|MX1 u IRF7
'p2126'	'ISG15'|'IRF1'|'STAT2'|'STAT1'	'edge4241'|'edge5838'|'edge1544'	'protein_path'	ISG15 u IRF1|IRF1 u STAT2|STAT2 d STAT1
'p2127'	'ISG15'|'IFIT1'|'IRF3'|'TRIM21'	'edge1589'|'edge5071'|'edge4720'	'protein_path'	ISG15 d IFIT1|IFIT1 u IRF3|IRF3 u TRIM21
'p2128'	'APP'|'HGS'|'TLR4'|'STAT1'	'edge729'|'edge3702'|'edge168'	'protein_path'	APP u HGS|HGS u TLR4|TLR4 d STAT1
'p2129'	'APP'|'EDN1'|'MAPK14'|'STAT1'	'edge1966'|'edge1050'|'edge514'	'protein_path'	APP u EDN1|EDN1 d MAPK14|MAPK14 d STAT1
'p2130'	'ISG15'|'HSPD1'|'TLR2'|'STAT1'	'edge2259'|'edge2613'|'edge2552'	'protein_path'	ISG15 u HSPD1|HSPD1 u TLR2|TLR2 d STAT1
'p2131'	'ISG15'|'IRF1'|'B2M'|'IRF7'	'edge4241'|'edge4170'|'edge727'	'protein_path'	ISG15 u IRF1|IRF1 u B2M|B2M u IRF7
'p2132'	'APP'|'NMBR'|'PTAFR'|'IRF7'	'edge3274'|'edge2667'|'edge763'	'protein_path'	APP u NMBR|NMBR u PTAFR|PTAFR u IRF7
'p2133'	'APP'|'TP53BP2'|'RELA'|'LMO2'	'edge2158'|'edge2244'|'edge5687'	'protein_path'	APP u TP53BP2|TP53BP2 u RELA|RELA u LMO2
'p2134'	'THBS1'|'FYN'|'FGFR2'|'FGFR3'	'edge4804'|'edge3249'|'edge3449'	'protein_path'	THBS1 u FYN|FYN u FGFR2|FGFR2 u FGFR3
'p2135'	'APP'|'TAC1'|'GRP'|'NMI'	'edge3321'|'edge2876'|'edge2977'	'protein_path'	APP u TAC1|TAC1 u GRP|GRP u NMI
'p2136'	'ISG15'|'SEPT2'|'PIAS2'|'STAT1'	'edge5639'|'edge2879'|'edge5504'	'protein_path'	ISG15 u SEPT2|SEPT2 u PIAS2|PIAS2 d STAT1
'p2137'	'ISG15'|'IFITM1'|'ISG20'|'IRF7'	'edge939'|'edge1097'|'edge434'	'protein_path'	ISG15 u IFITM1|IFITM1 u ISG20|ISG20 u IRF7
'p2138'	'APP'|'TUBB'|'NCAM1'|'IRF7'	'edge1665'|'edge2028'|'edge2228'	'protein_path'	APP u TUBB|TUBB u NCAM1|NCAM1 u IRF7
'p2139'	'APP'|'HSPD1'|'IFNA21'|'STAT1'	'edge5540'|'edge4884'|'edge1731'	'protein_path'	APP u HSPD1|HSPD1 d IFNA21|IFNA21 d STAT1
'p2140'	'APP'|'MAPK3'|'LCK'|'STAT1'	'edge5024'|'edge4590'|'edge5113'	'protein_path'	APP u MAPK3|MAPK3 d LCK|LCK d STAT1
'p2141'	'APP'|'YWHAZ'|'TNFAIP3'|'IRF7'	'edge5655'|'edge3071'|'edge1369'	'protein_path'	APP u YWHAZ|YWHAZ u TNFAIP3|TNFAIP3 u IRF7
'p2142'	'ISG15'|'IRF3'|'NCAM1'|'IRF7'	'edge496'|'edge2486'|'edge2228'	'protein_path'	ISG15 d IRF3|IRF3 u NCAM1|NCAM1 u IRF7
'p2143'	'ISG15'|'IFIT1'|'STAT1'	'edge1589'|'edge2145'	'protein_path'	ISG15 d IFIT1|IFIT1 d STAT1
'p2144'	'FGFR3'|'CCND1'|'PRKCD'|'STAT1'	'edge3792'|'edge1199'|'edge1494'	'merlin_path'	FGFR3 d CCND1|CCND1 d PRKCD|PRKCD d STAT1
'p2145'	'FGFR3'|'VEGFA'|'LIF'|'STAT1'	'edge4819'|'edge5266'|'edge712'	'merlin_path'	FGFR3 d VEGFA|VEGFA d LIF|LIF d STAT1
'p2146'	'ISG15'|'HLA-C'|'IRF6'|'IRF7'	'edge5351'|'edge426'|'edge5807'	'protein_path'	ISG15 u HLA-C|HLA-C u IRF6|IRF6 u IRF7
'p2147'	'APP'|'LRP1'|'AGT'|'STAT1'	'edge135'|'edge4355'|'edge224'	'protein_path'	APP u LRP1|LRP1 d AGT|AGT d STAT1
'p2148'	'APP'|'ECSIT'|'MAVS'|'IRF7'	'edge4402'|'edge4082'|'edge2013'	'protein_path'	APP u ECSIT|ECSIT u MAVS|MAVS d IRF7
'p2149'	'ISG15'|'JAK1'|'STAT3'|'STAT1'	'edge425'|'edge5746'|'edge4887'	'protein_path'	ISG15 d JAK1|JAK1 d STAT3|STAT3 d STAT1
'p2150'	'ISG15'|'IFIT3'|'APOE'|'STAT1'	'edge2134'|'edge266'|'edge2677'	'protein_path'	ISG15 u IFIT3|IFIT3 u APOE|APOE d STAT1
'p2151'	'ISG15'|'OASL'|'IRF4'|'STAT1'	'edge1788'|'edge397'|'edge5814'	'protein_path'	ISG15 u OASL|OASL u IRF4|IRF4 u STAT1
'p2152'	'APP'|'HSPA4'|'CTNNBL1'|'STAT1'	'edge850'|'edge390'|'edge1328'	'protein_path'	APP u HSPA4|HSPA4 u CTNNBL1|CTNNBL1 u STAT1
'p2153'	'APP'|'PRL'|'SKP1'|'TRIM21'	'edge4784'|'edge2318'|'edge965'	'protein_path'	APP u PRL|PRL d SKP1|SKP1 u TRIM21
'p2154'	'APP'|'CALR'|'HLA-C'|'IRF7'	'edge3072'|'edge865'|'edge4966'	'protein_path'	APP u CALR|CALR d HLA-C|HLA-C u IRF7
'p2155'	'APP'|'CFD'|'IGHG1'|'TRIM21'	'edge1332'|'edge3770'|'edge2882'	'protein_path'	APP d CFD|CFD u IGHG1|IGHG1 u TRIM21
'p2156'	'FGFR3'|'HSP90AA1'|'STAT2'|'NMI'	'edge157'|'edge5040'|'edge1173'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u STAT2|STAT2 u NMI
'p2157'	'ISG15'|'GBP2'|'SP100'|'IRF7'	'edge5164'|'edge2024'|'edge933'	'protein_path'	ISG15 u GBP2|GBP2 u SP100|SP100 u IRF7
'p2158'	'THBS1'|'FYN'|'B2M'|'IRF7'	'edge4804'|'edge5234'|'edge727'	'protein_path'	THBS1 u FYN|FYN u B2M|B2M u IRF7
'p2159'	'ISG15'|'OAS2'|'ICAM1'|'IRF7'	'edge2000'|'edge2411'|'edge375'	'protein_path'	ISG15 u OAS2|OAS2 u ICAM1|ICAM1 u IRF7
'p2160'	'APP'|'F2RL2'|'PRKCE'|'STAT1'	'edge1451'|'edge4808'|'edge4108'	'protein_path'	APP u F2RL2|F2RL2 u PRKCE|PRKCE u STAT1
'p2161'	'ISG15'|'IRF3'|'IRF4'|'STAT1'	'edge496'|'edge4180'|'edge5814'	'protein_path'	ISG15 d IRF3|IRF3 u IRF4|IRF4 u STAT1
'p2162'	'APP'|'S1PR1'|'GNAO1'|'MOK'	'edge2198'|'edge5360'|'edge2853'	'protein_path'	APP u S1PR1|S1PR1 u GNAO1|GNAO1 u MOK
'p2163'	'ISG15'|'CTNNB1'|'BCL3'|'STAT1'	'edge4789'|'edge1036'|'edge3818'	'protein_path'	ISG15 u CTNNB1|CTNNB1 u BCL3|BCL3 u STAT1
'p2164'	'ISG15'|'RGS3'|'YWHAZ'|'TRIM21'	'edge3677'|'edge230'|'edge2772'	'protein_path'	ISG15 u RGS3|RGS3 u YWHAZ|YWHAZ u TRIM21
'p2165'	'APP'|'B2M'|'IRF5'|'IRF7'	'edge2047'|'edge3138'|'edge3980'	'protein_path'	APP u B2M|B2M u IRF5|IRF5 u IRF7
'p2166'	'APP'|'COPS5'|'SNW1'|'MLKL'	'edge4078'|'edge807'|'edge676'	'protein_path'	APP u COPS5|COPS5 u SNW1|SNW1 u MLKL
'p2167'	'LAMB1'|'ITGA6'|'YWHAZ'|'TRIM21'	'edge4253'|'edge205'|'edge2772'	'protein_path'	LAMB1 u ITGA6|ITGA6 u YWHAZ|YWHAZ u TRIM21
'p2168'	'APP'|'GAST'|'AKT1'|'STAT1'	'edge5478'|'edge2692'|'edge2741'	'protein_path'	APP u GAST|GAST u AKT1|AKT1 d STAT1
'p2169'	'COLGALT1'|'KNCN'|'TRIM28'|'STAT1'	'edge5068'|'edge4497'|'edge3320'	'protein_path'	COLGALT1 u KNCN|KNCN u TRIM28|TRIM28 u STAT1
'p2170'	'APP'|'SERPINE1'|'MAP2K1'|'MOK'	'edge1330'|'edge5448'|'edge1399'	'protein_path'	APP d SERPINE1|SERPINE1 d MAP2K1|MAP2K1 u MOK
'p2171'	'ISG15'|'HLA-A'|'IFIT1'|'IRF7'	'edge350'|'edge5762'|'edge5458'	'protein_path'	ISG15 u HLA-A|HLA-A u IFIT1|IFIT1 u IRF7
'p2172'	'ISG15'|'IRF4'|'MX1'|'IRF7'	'edge2819'|'edge4874'|'edge1241'	'protein_path'	ISG15 u IRF4|IRF4 u MX1|MX1 u IRF7
'p2173'	'THBS1'|'ELAVL1'|'SOCS3'|'STAT1'	'edge5365'|'edge2519'|'edge5686'	'protein_path'	THBS1 u ELAVL1|ELAVL1 u SOCS3|SOCS3 d STAT1
